code,pinyin,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300733,XLDL,西菱动力,汽车配件,四川,272.63,0.68,1.6,16.26,5.86,5.42,6.03,3.77,0.05,7.08,2.71,20180116,3.43,2.14,-2.33,-43.12,18.79,2.47,13446.0
300735,GHKJ,光弘科技,通信设备,广东,29.34,3.6,7.75,48.35,32.74,11.94,27.02,3.49,0.4,5.47,2.7,20171229,8.24,1.06,14.58,-4.45,28.51,16.47,40879.0
300736,BBKJ,百邦科技,通信设备,北京,0.0,0.81,1.3,3.02,2.41,0.05,1.59,1.22,-0.2,1.88,6.38,20180109,-0.47,-0.36,71.56,-14.65,10.72,-7.83,9752.0
300737,KSGF,科顺股份,其他建材,广东,18.44,2.99,6.09,74.75,55.56,8.19,18.61,3.06,0.96,6.26,3.71,20180125,13.36,2.2,30.34,113.22,39.63,13.25,26015.0
300738,AFSJ,奥飞数据,电信运营,广东,52.51,1.02,2.0,26.15,7.13,8.52,1.86,0.93,0.6,3.97,10.58,20180119,3.81,1.91,-19.51,53.35,28.71,20.2,32424.0
300739,MYDL,明阳电路,元器件,深圳,46.86,0.7,2.79,19.35,11.9,5.65,7.37,2.64,0.4,4.92,4.99,20180201,3.43,1.23,13.29,7.16,30.12,11.42,19465.0
300740,YJH,御家汇,日用化工,湖南,70.8,2.22,4.11,21.85,16.94,1.05,6.31,1.54,0.19,3.14,5.29,20180208,4.49,1.09,48.53,862.76,53.87,3.09,22000.0
300741,HBGF,华宝股份,食品,西藏,29.64,1.16,6.16,79.69,62.08,2.83,46.32,7.52,1.33,11.98,4.39,20180301,18.01,2.92,-3.65,-1.6,75.99,56.81,19265.0
300742,YBDL,越博动力,汽车配件,江苏,414.34,0.43,0.78,16.69,11.41,2.53,8.9,11.34,0.05,4.56,6.93,20180508,-6.31,-8.04,14.06,105.9,17.52,1.61,11462.0
300743,TDSM,天地数码,IT设备,浙江,97.67,0.54,0.99,5.34,3.78,1.14,1.67,1.69,0.15,3.96,4.92,20180427,1.07,1.08,-1.45,-38.45,29.5,5.07,11959.0
300745,XRKJ,欣锐科技,汽车配件,深圳,0.0,0.64,1.15,14.52,10.97,1.15,6.06,5.29,-1.15,8.4,2.97,20180523,2.01,1.75,-47.06,-716.48,1.28,-58.47,17470.0
300746,HJSJ,汉嘉设计,建筑工程,浙江,42.55,0.72,2.26,19.35,9.04,2.36,4.83,2.14,0.26,5.4,2.73,20180525,4.42,1.96,94.32,24.76,15.23,4.33,16177.0
300747,RKJG,锐科激光,元器件,湖北,103.74,1.53,2.88,36.58,29.77,4.17,10.65,3.7,0.624,8.5,10.15,20180625,10.0,3.47,1.04,-35.8,27.99,12.55,16025.0
300748,JLYC,金力永磁,元器件,江西,84.2,2.58,4.16,31.71,25.31,4.66,4.49,1.08,0.37,3.23,12.75,20180921,4.69,1.13,38.2,43.39,23.15,9.45,58720.0
300749,DGJC,顶固集创,家居用品,广东,176.55,0.86,2.05,13.13,8.0,2.24,2.51,1.22,0.05,3.82,3.12,20180925,2.89,1.41,-7.48,-80.38,36.45,1.88,9009.0
300750,NDSD,宁德时代,电气设备,福建,130.47,12.35,23.29,1377.69,1017.4,171.98,412.68,17.72,1.52,26.34,9.52,20180611,164.78,7.07,-4.06,-3.1,27.41,10.65,131130.0
300751,MWGF,迈为股份,专用机械,江苏,64.67,0.29,0.52,41.15,37.4,1.73,7.34,14.11,5.28,30.63,14.86,20181109,7.45,14.34,57.99,49.47,34.64,16.99,5507.0
300752,LLKJ,隆利科技,元器件,深圳,56.21,0.33,1.2,21.34,16.03,3.27,4.42,3.69,0.38,7.23,3.99,20181130,3.09,2.58,27.52,-34.68,13.5,3.04,11117.0
300753,APYL,爱朋医疗,医疗保健,江苏,41.08,0.49,1.05,7.68,5.3,0.36,3.51,3.34,0.555,6.67,4.55,20181213,2.17,2.07,-6.22,-22.7,65.99,23.82,11666.0
300755,HZJX,华致酒行,其他商业,云南,28.02,1.2,4.17,38.56,36.79,0.43,8.57,2.06,0.77,6.63,4.33,20190129,13.83,3.32,29.02,10.08,19.72,8.7,15109.0
300756,ZSJM,中山金马,专用机械,广东,158.73,0.33,1.02,17.69,14.65,1.77,4.6,4.52,0.12,10.35,2.5,20181228,4.7,4.61,-44.71,-83.92,43.88,4.83,4810.0
300757,LBTK,罗博特科,专用机械,江苏,580.27,0.55,1.04,14.48,11.6,0.68,3.42,3.29,0.05,7.05,6.0,20190108,2.58,2.48,-53.68,-90.23,22.36,1.77,4948.0
300758,QCHX,七彩化学,染料涂料,辽宁,30.41,1.23,1.92,19.28,9.8,4.2,5.49,2.86,0.69,6.17,4.56,20190222,3.91,2.04,35.61,32.87,36.86,19.2,14408.0
300759,KLHC,康龙化成,化学制药,北京,86.43,2.83,7.94,104.86,55.42,26.08,60.19,7.58,1.0,10.66,10.74,20190128,16.32,2.05,36.53,140.28,37.74,22.0,19298.0
300760,MRYL,迈瑞医疗,医疗保健,深圳,57.68,4.99,12.16,307.87,232.0,28.17,81.48,6.7,4.412,18.14,18.71,20181016,121.3,9.98,29.76,46.09,66.84,33.39,57717.0
300761,LHGF,立华股份,农业综合,江苏,94.87,1.19,4.04,85.18,40.52,25.94,14.88,3.68,0.302,16.2,2.36,20190218,44.36,10.98,-5.57,-90.42,7.73,2.08,16293.0
300762,SHHX,上海瀚讯,通信设备,上海,142.71,1.08,2.13,16.92,15.73,0.16,6.53,3.06,0.23800000000000002,5.9,7.69,20190314,3.46,1.62,14.97,24.36,62.67,15.64,12101.0
300763,JLKJ,锦浪科技,电气设备,浙江,51.46,0.55,1.38,19.42,13.78,3.19,4.74,3.43,1.52,6.92,15.08,20190319,3.32,2.4,74.31,188.84,34.09,15.56,10479.0
300765,XNW,新诺威,食品,河北,26.88,1.05,4.2,29.49,19.01,5.6,8.82,2.1,0.612,6.27,3.5,20190322,12.25,2.92,7.58,20.56,57.27,24.9,28307.0
300766,MRHD,每日互动,互联网,浙江,99.24,3.1,4.0,19.55,15.06,0.54,7.97,1.99,0.22,4.39,6.63,20190325,5.01,1.25,2.42,-25.3,66.2,23.38,18178.0
300767,ZAKJ,震安科技,橡胶,云南,50.68,0.83,1.44,14.18,11.74,0.92,4.22,2.93,0.981,7.57,8.76,20190329,4.83,3.35,55.37,108.95,56.33,31.44,10003.0
300768,DPKJ,迪普科技,软件服务,浙江,81.49,1.39,4.0,22.26,20.59,0.22,6.83,1.71,0.39,4.51,9.34,20190412,6.6,1.65,2.12,-1.56,70.88,28.01,13720.0
300769,DFNM,德方纳米,化工原料,深圳,0.0,0.43,0.78,21.01,7.31,3.13,5.05,6.49,-0.14,12.19,11.8,20190415,3.72,4.78,-22.35,-117.5,10.23,-1.95,9948.0
300770,XMGF,新媒股份,影视音像,广东,29.5,1.42,2.31,32.66,27.53,1.3,12.57,5.44,1.97,10.93,7.09,20190419,9.71,4.2,24.54,64.27,56.98,50.14,17942.0
300771,ZLKJ,智莱科技,IT设备,深圳,20.28,0.74,1.6,19.76,17.73,1.13,7.72,4.83,1.26,10.88,3.12,20190422,7.51,4.7,-0.92,-9.87,46.98,25.27,14737.0
300772,YDGF,运达股份,电气设备,浙江,47.36,1.55,2.94,153.57,119.05,6.05,6.81,2.32,0.226,5.23,2.72,20190426,5.0,1.7,156.74,115.24,12.85,0.95,15860.0
300773,LQL,拉卡拉,软件服务,北京,27.93,3.83,8.0,117.08,81.87,15.79,20.03,2.5,0.92,6.11,5.6,20190425,18.39,2.3,11.65,19.35,40.36,17.85,64257.0
300775,SJFW,三角防务,航空,陕西,91.04,2.64,4.96,25.94,18.56,5.65,7.73,1.56,0.25,3.73,8.22,20190521,5.24,1.06,-3.21,-3.74,44.54,31.08,37634.0
300776,DEJG,帝尔激光,专用机械,湖北,34.27,0.45,1.06,24.21,23.42,0.06,8.34,7.88,2.43,15.89,6.98,20190517,6.93,6.55,37.36,14.08,48.35,36.1,9992.0
300777,ZJKJ,中简科技,化纤,江苏,105.79,2.62,4.0,12.52,4.85,6.85,1.71,0.43,0.32899999999999996,2.71,17.11,20190516,4.69,1.17,63.41,76.9,83.85,50.52,14658.0
300778,XCS,新城市,建筑工程,深圳,31.82,0.46,1.0,12.66,12.05,0.12,5.56,5.56,0.84,9.51,3.32,20190510,2.64,2.64,-14.23,-10.62,43.33,25.4,10869.0
300779,HCHB,惠城环保,环境保护,山东,74.33,0.69,1.0,9.25,3.97,3.29,4.0,4.0,0.23,6.62,3.38,20190522,1.38,1.38,-2.22,-43.11,32.85,8.95,12190.0
300780,DEJG,德恩精工,机械基件,四川,35.63,0.64,1.47,14.14,5.94,3.24,5.75,3.92,0.419,6.95,2.87,20190531,2.47,1.69,-7.67,9.27,31.62,18.03,13872.0
300781,YSJT,因赛集团,广告包装,广东,153.29,0.28,0.85,6.8,4.44,0.96,3.77,4.46,0.21100000000000002,7.37,5.86,20190606,1.45,1.71,-33.07,-48.83,40.23,9.46,11282.0
300782,ZSW,卓胜微,元器件,江苏,103.1,1.06,1.8,26.08,24.06,0.83,8.6,4.78,3.986,12.84,42.67,20190618,12.28,6.82,100.27,122.37,51.42,36.38,32536.0
300783,SZSS,三只松鼠,食品,安徽,60.72,2.27,4.01,37.92,30.16,4.65,5.54,1.38,0.659,5.14,10.39,20190712,10.08,2.51,7.7,-10.62,27.03,3.65,27285.0
300785,ZDM,值得买,互联网,北京,74.67,0.23,0.81,10.99,7.65,3.03,4.37,5.42,1.06,10.69,9.84,20190715,3.17,3.94,34.61,37.84,68.81,15.62,13014.0
300786,GLKJ,国林科技,环境保护,山东,35.19,0.52,0.85,9.99,7.93,1.71,3.75,4.39,0.84,9.48,3.29,20190723,3.22,3.77,-4.62,10.5,41.83,21.81,11154.0
300787,HNSY,海能实业,通信设备,江西,41.8,0.5,1.27,18.46,9.98,5.33,4.59,3.6,0.8240000000000001,9.37,4.9,20190815,5.63,4.42,43.55,18.82,28.7,9.92,19382.0
300788,ZXCB,中信出版,出版业,北京,38.41,0.5,1.9,28.3,26.57,0.13,7.51,3.95,0.95,9.49,5.12,20190705,7.55,3.97,-6.18,2.98,40.36,14.19,7169.0
300789,TYDQ,唐源电气,软件服务,四川,56.52,0.17,0.46,8.44,7.97,0.1,3.87,8.42,0.804,15.62,3.88,20190828,2.62,5.7,-19.57,-29.26,54.26,23.0,7629.0
300790,YTGX,宇瞳光学,电器仪表,广东,43.72,1.08,2.1,23.89,11.59,7.04,6.98,3.32,0.38,5.85,3.69,20190920,3.29,1.56,11.38,9.44,21.67,8.54,17914.0
300791,XLJK,仙乐健康,医疗保健,广东,44.99,0.34,1.2,26.37,15.1,5.35,10.74,8.95,1.55,17.59,5.29,20190925,8.67,7.22,24.49,55.9,33.43,12.8,6185.0
300792,YWYC,壹网壹创,互联网,浙江,85.05,0.73,1.44,17.8,12.3,1.05,6.7,4.64,1.14,9.48,13.59,20190927,5.28,3.66,4.38,70.33,43.9,19.87,14809.0
300793,JHZN,佳禾智能,IT设备,广东,72.32,1.02,2.67,24.77,20.21,2.68,6.63,2.49,0.21,4.51,4.53,20191018,2.42,0.91,2.49,-42.13,12.93,3.39,23355.0
300795,MAHZ,米奥会展,综合类,浙江,0.0,0.37,1.0,5.36,4.79,0.19,3.02,3.02,-0.51,4.49,6.65,20191022,0.19,0.19,-75.71,-293.42,30.53,-80.68,10829.0
300796,BSM,贝斯美,化工原料,浙江,149.01,0.62,1.21,12.45,7.83,2.65,6.8,5.61,0.12,8.29,2.97,20191115,1.84,1.52,-32.91,-70.92,26.79,5.97,10361.0
300797,GYNK,钢研纳克,电器仪表,北京,88.75,0.76,2.48,10.39,8.18,1.25,2.81,1.13,0.16899999999999998,3.03,6.6,20191101,2.06,0.83,-8.17,-19.03,40.41,12.12,19923.0
300798,JJGF,锦鸡股份,染料涂料,江苏,1392.84,0.42,4.18,15.11,9.94,2.63,2.45,0.59,0.01,2.86,6.56,20191122,5.2,1.24,-43.22,-95.2,13.15,0.8,11883.0
300799,ZJKJ,左江科技,软件服务,北京,185.88,0.32,1.02,6.97,6.24,0.59,3.01,2.95,0.271,6.25,10.75,20191029,2.13,2.09,-22.45,19.63,72.58,37.8,10991.0
300800,LHKJ,力合科技,电器仪表,湖南,21.01,0.98,1.6,21.2,18.92,1.69,8.91,5.57,1.18,11.29,2.94,20191106,7.08,4.42,1.0,7.23,49.94,34.95,15400.0
300801,THKJ,泰和科技,化工原料,山东,24.91,0.54,2.16,20.6,13.64,3.58,9.77,4.52,0.81,8.56,3.13,20191128,6.03,2.79,28.37,28.28,29.74,15.37,15409.0
300802,JZKJ,矩子科技,IT设备,上海,76.54,0.8,1.62,11.35,9.47,1.14,5.2,3.2,0.43,6.2,6.93,20191114,3.04,1.87,13.73,3.61,35.98,19.89,11444.0
300803,ZNZ,指南针,软件服务,北京,143.45,0.57,4.05,16.03,12.47,3.35,2.55,0.63,0.2,2.75,14.23,20191118,3.97,0.98,5.66,-33.95,86.62,14.79,32629.0
300805,DSGF,电声股份,广告包装,广东,78.72,0.42,4.23,24.16,23.07,0.21,5.05,1.19,0.23,3.88,6.22,20191121,6.37,1.51,6.6,-34.86,16.57,4.42,15009.0
300806,SDK,斯迪克,塑料,江苏,38.65,0.29,1.18,28.6,13.93,7.24,5.59,4.72,0.92,9.97,4.69,20191125,4.97,4.2,5.21,52.69,25.59,9.5,6994.0
300807,TMKJ,天迈科技,软件服务,河南,0.0,0.17,0.68,7.13,4.97,1.37,3.57,5.26,-0.19,9.14,5.23,20191219,1.71,2.52,-57.52,-142.67,50.68,-13.14,10574.0
300808,JLGF,久量股份,家用电器,广东,90.75,0.4,1.6,13.74,7.28,3.01,5.5,3.44,0.18,6.67,3.24,20191129,3.21,2.01,-23.42,-53.52,23.18,5.69,17427.0
300809,HCZB,华辰装备,机床制造,江苏,551.14,0.39,1.57,17.96,15.14,1.17,9.08,5.79,0.032,8.68,2.74,20191204,2.49,1.59,-66.64,-95.62,50.05,4.55,16256.0
300810,ZKHX,中科海讯,软件服务,北京,0.0,0.2,0.79,10.65,9.99,0.39,6.7,8.51,-0.16,12.38,4.05,20191206,2.01,2.56,-62.92,-124.02,74.27,-23.35,13656.0
300811,BKXC,铂科新材,元器件,深圳,45.28,0.14,0.58,10.17,7.34,1.68,4.21,7.32,1.35,14.48,5.62,20191230,3.28,5.69,15.26,20.73,40.78,22.98,10451.0
300812,YTGF,易天股份,专用机械,深圳,55.17,0.19,0.78,12.5,11.82,0.09,4.31,5.56,0.69,9.78,5.2,20200109,2.27,2.93,-18.35,-25.69,41.28,18.96,12493.0
300813,TLSW,泰林生物,医疗保健,浙江,72.72,0.13,0.52,4.9,3.77,0.86,2.28,4.39,0.65,8.25,7.39,20200114,1.32,2.54,8.8,29.07,64.68,24.4,10647.0
300815,YHT,玉禾田,环境保护,安徽,19.74,0.35,1.38,43.87,31.61,6.84,9.58,6.92,3.92,17.74,5.66,20200123,13.34,9.64,19.73,120.63,30.43,16.76,14416.0
300816,AKL,艾可蓝,环境保护,安徽,56.33,0.2,0.8,10.53,9.59,0.78,3.5,4.37,1.11,9.16,9.1,20200210,2.76,3.45,8.34,10.89,36.48,19.92,5533.0
300817,SFGF,双飞股份,机械基件,浙江,55.97,0.25,1.01,9.89,6.25,2.67,3.62,3.58,0.52,8.48,4.35,20200218,3.46,3.42,11.25,4.66,29.42,11.76,13947.0
300818,NPKJ,耐普矿机,专用机械,江西,79.55,0.18,0.7,15.87,11.86,1.75,3.53,5.05,0.4,12.33,3.34,20200212,3.95,5.64,-6.01,-52.38,41.64,10.95,9116.0
300819,JJWX,聚杰微纤,化纤,江苏,212.09,0.25,0.99,9.62,6.16,2.72,5.07,5.1,0.16,8.18,5.0,20200312,1.89,1.9,-26.67,-67.7,22.58,4.92,20594.0
300820,YJDQ,英杰电气,电气设备,四川,64.98,0.24,0.95,12.98,12.34,0.45,4.78,5.03,0.74,10.77,5.69,20200213,4.27,4.49,-15.75,-23.27,41.44,23.67,15517.0
300821,DYGC,东岳硅材,化工原料,山东,114.12,3.0,12.0,43.12,30.46,6.24,21.07,1.76,0.1,3.26,4.4,20200312,4.78,0.4,0.0,0.0,17.92,6.37,81079.0
300822,BSDK,贝仕达克,元器件,深圳,29.46,0.27,1.07,13.29,10.97,0.71,6.39,5.99,1.36,10.35,4.74,20200313,3.35,3.14,0.0,0.0,33.68,20.98,15961.0
300823,JKJX,建科机械,专用机械,天津,37.46,0.23,0.94,11.15,8.22,1.73,3.92,4.18,0.75,9.6,3.58,20200319,3.65,3.9,0.0,0.0,46.6,19.5,9200.0
300824,BDGF,北鼎股份,家用电器,深圳,76.1,0.54,2.17,7.59,7.07,0.38,2.58,1.19,0.38,2.89,11.0,20200619,1.24,0.57,0.0,0.0,54.22,15.45,23183.0
300825,AET,阿尔特,汽车服务,北京,85.76,0.76,3.06,19.14,14.35,0.92,8.08,2.64,0.28,4.69,6.2,20200327,2.78,0.91,0.0,0.0,34.56,16.11,16358.0
300826,CHGF,测绘股份,建筑工程,江苏,66.6,0.2,0.8,16.63,14.06,1.37,6.56,8.2,0.47,12.26,3.11,20200403,2.19,2.74,0.0,0.0,38.79,12.14,12221.0
300827,SNDQ,上能电气,电气设备,江苏,57.81,0.18,0.73,20.25,19.19,0.58,4.54,6.2,0.85,11.22,5.21,20200410,2.69,3.67,0.0,0.0,25.06,8.8,10512.0
300828,RXKJ,锐新科技,铝,天津,74.92,0.28,1.1,7.59,4.32,2.68,3.32,3.01,0.47,6.47,6.44,20200421,2.29,2.08,0.0,0.0,34.02,17.18,14818.0
300829,JDKJ,金丹科技,食品,河南,73.91,0.28,1.13,16.88,5.99,5.66,6.73,5.96,1.03,11.38,7.91,20200422,4.57,4.05,0.0,0.0,35.51,14.31,13471.0
300830,JXD,金现代,软件服务,山东,211.22,0.86,4.3,11.26,10.31,0.75,2.51,0.58,0.06,2.47,6.24,20200506,3.44,0.8,0.0,0.0,44.73,9.41,30148.0
300831,PRGF,派瑞股份,元器件,陕西,206.86,0.8,3.2,8.12,6.7,0.86,1.93,0.6,0.1,2.37,10.26,20200507,2.22,0.69,0.0,0.0,59.19,26.06,37447.0
300832,XCY,新产业,医疗保健,深圳,68.55,0.41,4.12,49.97,39.21,6.33,15.33,3.72,1.79,10.9,14.2,20200512,24.03,5.83,0.0,0.0,78.06,44.47,21273.0
300833,HYGF,浩洋股份,专用机械,广东,54.57,0.21,0.84,18.14,16.53,0.6,11.34,13.44,0.92,20.56,2.8,20200520,4.84,5.74,0.0,0.0,47.77,22.08,19075.0
300835,LCKJ,龙磁科技,元器件,安徽,91.89,0.18,0.71,10.78,6.29,3.41,2.98,4.21,0.62,11.97,5.42,20200525,4.24,6.0,0.0,0.0,33.13,10.21,14524.0
300836,BAZN,佰奥智能,专用机械,江苏,151.32,0.12,0.49,7.85,7.24,0.33,3.67,7.46,0.36,12.48,4.96,20200528,1.82,3.7,0.0,0.0,34.29,8.53,8858.0
300837,ZKGF,浙矿股份,专用机械,浙江,49.28,0.25,1.0,12.27,9.63,0.87,3.86,3.86,0.91,9.13,6.58,20200605,3.93,3.93,0.0,0.0,43.38,27.68,8738.0
300838,ZJLN,浙江力诺,电器仪表,浙江,56.35,0.34,1.36,9.22,7.27,1.28,3.53,2.59,0.32,5.54,4.37,20200608,2.38,1.74,0.0,0.0,34.44,14.33,18183.0
300839,BHGF,博汇股份,石油加工,浙江,63.72,0.26,1.04,15.85,7.48,0.42,4.33,4.16,0.52,7.9,4.67,20200630,2.45,2.36,0.0,0.0,19.37,7.86,11878.0
300840,KTZN,酷特智能,服饰,山东,95.0,0.6,2.4,10.94,5.59,3.18,4.07,1.7,0.23,3.94,5.91,20200708,2.76,1.15,0.0,0.0,33.71,9.29,23525.0
300841,KHSW,康华生物,生物制药,四川,63.85,0.15,0.6,20.95,18.61,0.75,12.35,20.59,6.87,31.8,15.34,20200616,5.86,9.76,0.0,0.0,95.3,41.65,19076.0
300842,DKGF,帝科股份,半导体,江苏,62.53,0.25,1.0,14.45,13.63,0.3,5.23,5.23,0.95,8.32,7.94,20200618,1.97,1.97,0.0,0.0,15.12,7.82,20271.0
300843,SLGF,胜蓝股份,元器件,广东,60.03,0.37,1.49,11.52,9.3,1.75,3.75,2.52,0.55,5.48,6.69,20200702,2.72,1.83,0.0,0.0,28.12,11.72,21544.0
300845,JAGK,捷安高科,软件服务,河南,114.96,0.23,0.92,8.41,7.54,0.13,4.11,4.45,0.33,7.87,5.33,20200703,1.99,2.15,0.0,0.0,54.21,20.29,17000.0
300846,SDZX,首都在线,软件服务,北京,232.77,0.5,4.11,10.14,3.79,3.83,1.25,0.3,0.1,1.87,14.75,20200701,2.07,0.5,0.0,0.0,24.13,4.95,31259.0
300847,ZCHG,中船汉光,化工原料,河北,69.07,0.49,1.97,11.81,8.49,2.66,4.35,2.21,0.31,5.32,5.31,20200709,3.97,2.01,0.0,0.0,22.01,9.77,25391.0
300848,MRXC,美瑞新材,化工原料,山东,49.07,0.17,0.67,9.45,7.51,1.35,4.38,6.58,1.1,11.1,5.21,20200720,2.12,3.18,0.0,0.0,20.69,11.58,14449.0
300849,JSXC,锦盛新材,塑料,浙江,65.95,0.25,1.0,7.39,5.13,1.19,3.74,3.74,0.32899999999999996,6.96,4.15,20200710,2.03,2.03,0.0,0.0,39.77,16.24,15039.0
300850,XQL,新强联,机械基件,河南,34.8,0.27,1.06,24.56,17.15,3.91,6.3,5.94,3.03,12.71,8.91,20200713,5.72,5.4,0.0,0.0,33.64,19.75,16761.0
300851,JDSN,交大思诺,软件服务,北京,82.37,0.22,0.87,12.29,10.53,0.8,6.63,7.63,0.51,12.38,3.67,20200717,2.93,3.37,0.0,0.0,74.68,20.95,19234.0
300852,SHFS,四会富仕,元器件,广东,51.53,0.14,0.57,10.03,7.27,2.28,5.93,10.48,1.565,14.95,7.19,20200713,1.82,3.21,0.0,0.0,34.12,18.73,14434.0
300853,SHKJ,申昊科技,机械基件,浙江,51.76,0.2,0.82,13.8,10.67,2.25,6.18,7.57,1.31,13.21,5.52,20200724,3.43,4.2,0.0,0.0,59.16,23.34,16544.0
300855,TNGF,图南股份,钢加工,江苏,86.35,0.5,2.0,10.9,8.43,1.85,5.71,2.85,0.48,5.15,8.68,20200723,2.35,1.17,0.0,0.0,31.5,18.97,23400.0
300856,KSGF,科思股份,化工原料,江苏,47.41,0.28,1.13,16.38,10.46,4.03,8.8,7.79,1.31,12.67,5.25,20200722,4.28,3.79,0.0,0.0,35.21,15.59,20000.0
300857,XCSJ,协创数据,IT设备,深圳,73.02,0.52,2.07,20.13,16.78,2.88,6.35,3.07,0.47,5.58,6.65,20200727,3.07,1.49,0.0,0.0,11.5,5.13,33109.0
300858,KTSW,科拓生物,食品,北京,51.82,0.21,0.83,9.76,7.45,0.81,5.89,7.14,1.09,11.01,5.52,20200727,2.16,2.62,0.0,0.0,51.26,29.74,11387.0
300859,XYLY,西域旅游,旅游服务,新疆,0.0,0.39,1.55,7.4,2.63,2.39,2.97,1.92,-0.29,3.99,6.98,20200806,1.33,0.86,0.0,0.0,-42.36,-113.2,23495.0
300860,FSWH,锋尚文化,文教休闲,北京,43.71,0.17,0.72,35.0,34.07,0.41,23.74,32.94,3.64,43.09,3.83,20200824,6.33,8.78,0.0,0.0,36.26,24.65,20826.0
300861,MCGF,美畅股份,矿物制品,陕西,46.63,0.38,4.0,35.78,29.81,4.49,18.5,4.62,0.89,8.37,6.03,20200824,9.18,2.29,0.0,0.0,58.48,37.27,32978.0
300862,LDGD,蓝盾光电,电器仪表,安徽,92.53,0.31,1.32,21.32,19.14,1.31,11.45,8.68,0.51,12.99,3.74,20200824,3.85,2.92,0.0,0.0,37.16,12.8,26480.0
300863,QBY,卡倍亿,汽车配件,浙江,189.7,0.13,0.55,10.03,6.99,1.14,2.74,4.95,0.73,10.12,14.27,20200824,2.16,3.92,0.0,0.0,12.57,4.1,17184.0
300864,NDHJ,南大环境,环境保护,江苏,46.09,0.11,0.48,12.37,11.68,0.39,7.79,16.22,2.48,21.46,5.52,20200824,1.84,3.84,0.0,0.0,48.82,27.56,16012.0
300865,DHL,大宏立,专用机械,四川,55.49,0.23,0.96,11.15,9.99,0.97,4.93,5.16,0.85,9.21,5.33,20200824,2.55,2.66,0.0,0.0,34.23,14.76,19368.0
300866,AKCX,安克创新,元器件,湖南,109.97,0.36,4.06,65.53,61.05,0.53,29.81,7.33,1.44,12.47,15.41,20200824,14.59,3.59,0.0,0.0,44.71,8.85,18409.0
300867,SYHB,圣元环保,环境保护,福建,35.65,0.59,2.72,64.73,16.83,4.45,14.02,5.16,1.14,9.81,4.31,20200824,9.8,3.61,0.0,0.0,53.94,31.43,44395.0
300868,JMT,杰美特,通信设备,深圳,60.57,0.3,1.28,20.67,18.57,0.52,13.33,10.41,0.86,13.93,3.9,20200824,2.93,2.29,0.0,0.0,39.07,14.13,29784.0
300869,KTYX,康泰医学,医疗保健,河北,71.23,0.39,4.02,18.95,14.19,0.86,3.45,0.86,1.41,3.66,33.23,20200824,6.82,1.7,0.0,0.0,62.23,46.34,51584.0
300870,OLT,欧陆通,元器件,深圳,45.81,0.24,1.01,22.21,19.54,1.73,10.21,10.09,1.68,14.26,5.61,20200824,3.03,3.0,0.0,0.0,22.5,9.35,20469.0
300871,HSSW,回盛生物,农业综合,湖北,42.0,0.26,1.11,17.61,12.87,1.45,9.3,8.42,1.13,12.03,4.08,20200824,2.7,2.44,0.0,0.0,37.65,19.53,23891.0
300872,TYKJ,天阳科技,软件服务,西藏,90.97,0.53,2.25,27.3,24.72,1.06,15.32,6.82,0.51,9.62,4.95,20200824,3.84,1.71,0.0,0.0,34.31,9.64,46454.0
300873,HCGF,海晨股份,仓储物流,江苏,37.34,0.32,1.33,20.69,15.71,2.73,10.83,8.12,1.39,12.89,4.18,20200824,4.81,3.61,0.0,0.0,31.66,19.1,28090.0
300875,JQZB,捷强装备,专用机械,天津,80.49,0.19,0.77,14.32,12.06,0.05,10.05,13.09,1.23,17.41,5.88,20200824,2.38,3.1,0.0,0.0,61.28,40.25,24000.0
300876,MTGX,蒙泰高新,化纤,广东,68.49,0.23,0.96,7.64,6.36,0.47,4.55,4.74,0.73,7.63,6.8,20200824,1.64,1.71,0.0,0.0,33.46,20.61,21003.0
300877,JCGF,金春股份,纺织,安徽,27.03,0.28,1.2,17.1,13.2,3.39,9.56,7.97,2.2,12.91,4.77,20200824,4.47,3.73,0.0,0.0,39.1,25.02,25446.0
300878,WKYY,维康药业,中成药,浙江,41.16,0.19,0.8,17.27,12.07,1.2,7.45,9.26,1.11,16.59,3.67,20200824,4.64,5.77,0.0,0.0,73.19,18.9,22180.0
300879,DYGF,大叶股份,农用机械,浙江,70.86,0.38,1.6,16.39,9.6,1.49,4.49,2.81,0.5,5.67,6.51,20200901,2.74,1.71,0.0,0.0,21.68,8.03,34501.0
300880,JNZN,迦南智能,电器仪表,浙江,83.4,0.32,1.33,9.91,9.1,0.23,2.75,2.06,0.58,4.69,10.73,20200901,2.0,1.5,0.0,0.0,32.3,18.66,25943.0
300881,SDXT,盛德鑫泰,钢加工,江苏,86.37,0.24,1.0,12.25,10.96,0.63,4.42,4.42,0.48,7.22,5.92,20200901,1.62,1.62,0.0,0.0,15.8,5.85,22505.0
300882,WSZN,万胜智能,电器仪表,浙江,62.67,0.37,1.57,10.41,8.89,0.47,3.64,2.32,0.51,5.03,6.92,20200910,2.45,1.56,0.0,0.0,33.75,16.56,33747.0
300883,LLD,龙利得,造纸,安徽,116.8,0.82,3.46,17.98,13.18,4.37,5.61,1.62,0.18,3.9,5.34,20200910,4.16,1.2,0.0,0.0,25.98,9.02,36812.0
